"","balls","strikes","outs_when_up","inning","pitch_number","situation_score","pitch_score"
"24077",0,0,0,1,1,0,0
"24078",0,0,0,1,1,0,1
"24079",0,0,0,1,1,0,1
"24080",0,0,0,1,1,0,0
"24081",1,1,2,9,3,6,1
"24082",0,1,2,9,2,6,0
"24083",0,0,2,9,1,6,0
"24084",3,2,2,9,6,3,0
"24085",3,1,2,9,5,3,1
"24086",3,0,2,9,4,3,1
"24087",2,0,2,9,3,3,1
"24088",1,0,2,9,2,3,0
"24089",0,0,2,9,1,3,0
"24090",2,2,1,9,5,3,1
"24091",1,2,1,9,4,3,0
"24092",1,1,1,9,3,3,0
"24093",1,0,1,9,2,3,0
"24094",0,0,1,9,1,3,0
"24095",2,1,1,9,4,0,0
"24096",1,1,1,9,3,0,0
"24097",0,1,1,9,2,0,0
"24098",0,0,1,9,1,0,1
"24099",3,2,0,9,6,0,1
"24100",3,1,0,9,5,0,1
"24101",2,1,0,9,4,0,1
"24102",1,1,0,9,3,0,0
"24103",1,0,0,9,2,0,1
"24104",0,0,0,9,1,0,0
"24105",1,0,2,9,2,0,1
"24106",0,0,2,9,1,0,1
"24107",0,2,1,9,4,0,0
"24108",0,2,1,9,3,0,1
"24109",0,1,1,9,2,0,1
"24110",0,0,1,9,1,0,1
"24111",1,2,1,9,4,3,1
"24112",0,2,1,9,3,3,1
"24113",0,1,1,9,2,3,1
"24114",0,0,1,9,1,3,1
"24115",2,2,1,9,5,1,1
"24116",1,2,1,9,4,1,1
"24117",0,2,1,9,3,1,1
"24118",0,1,1,9,2,1,1
"24119",0,0,1,9,1,1,1
"24120",3,2,0,9,6,1,1
"24121",3,1,0,9,5,1,1
"24122",2,1,0,9,4,1,0
"24123",1,1,0,9,3,1,1
"24124",0,1,0,9,2,1,1
"24125",0,0,0,9,1,1,1
"24126",0,2,0,9,3,0,1
"24127",1,2,2,9,4,5,1
"24128",0,2,2,9,3,5,0
"24129",0,1,0,9,2,0,1
"24130",0,0,0,9,1,0,0
"24131",0,1,2,9,2,5,1
"24132",0,0,2,9,1,4,0
"24133",1,2,2,8,4,1,0
"24134",2,0,2,9,3,1,1
"24135",1,1,2,8,3,1,0
"24136",1,0,2,8,2,1,0
"24137",1,0,2,9,2,1,0
"24138",0,0,2,8,1,1,1
"24139",0,0,2,9,1,1,0
"24140",1,0,1,8,2,1,1
"24141",0,1,2,9,2,2,1
"24142",0,0,2,9,1,2,1
"24143",0,0,1,8,1,1,1
"24144",2,1,2,9,4,3,1
"24145",3,1,1,8,5,0,0
"24146",1,1,2,9,3,3,1
"24147",0,0,2,9,1,0,1
"24148",2,1,1,8,4,0,1
"24149",0,0,1,9,1,0,1
"24150",0,1,2,9,2,3,1
"24151",1,1,1,8,3,0,1
"24152",0,0,2,9,1,3,1
"24153",3,2,0,9,7,0,1
"24154",1,2,1,9,4,3,1
"24155",0,1,1,8,2,0,0
"24156",2,2,0,9,6,0,1
"24157",1,1,1,9,3,3,1
"24158",0,0,1,8,1,0,0
"24159",2,2,0,9,5,0,0
"24160",0,2,1,8,3,1,1
"24161",1,2,0,9,4,0,0
"24162",0,1,1,9,2,3,0
"24163",1,1,0,9,3,0,1
"24164",0,0,1,9,1,3,1
"24165",0,1,1,8,2,1,1
"24166",2,2,0,9,5,6,1
"24167",0,0,1,8,1,1,1
"24168",0,1,0,9,2,0,1
"24169",1,2,0,9,4,6,1
"24170",0,0,0,8,1,1,1
"24171",0,0,0,9,1,0,1
"24172",2,2,2,9,5,6,0
"24173",1,1,0,9,3,6,1
"24174",3,2,0,8,7,0,0
"24175",0,1,0,9,2,6,1
"24176",2,2,0,8,6,0,0
"24177",1,2,2,9,4,6,0
"24178",2,2,0,8,5,0,0
"24179",0,2,2,9,3,6,1
"24180",0,0,0,9,1,6,1
"24181",2,1,0,9,4,3,1
"24182",1,2,0,8,4,0,1
"24183",0,1,2,9,2,6,0
"24184",1,1,0,8,3,0,0
"24185",0,0,2,9,1,6,0
"24186",1,1,0,9,3,3,1
"24187",1,0,0,8,2,0,0
"24188",1,0,1,9,2,6,1
"24189",0,1,0,9,2,3,0
"24190",0,0,0,9,1,3,0
"24191",0,0,0,8,1,0,0
"24192",0,0,1,9,1,6,0
"24193",1,1,2,8,3,6,1
"24194",2,1,0,9,4,1,1
"24195",3,2,1,9,8,5,1
"24196",1,1,0,9,3,1,0
"24197",1,0,2,8,2,6,1
"24198",2,2,1,9,7,5,1
"24199",0,1,0,9,2,1,0
"24200",2,2,1,9,6,5,1
"24201",0,0,2,8,1,6,1
"24202",2,1,1,8,4,6,1
"24203",0,0,0,9,1,1,0
"24204",2,2,1,9,5,5,0
"24205",2,0,1,8,3,6,1
"24206",1,0,0,9,2,0,1
"24207",2,1,1,9,4,5,1
"24208",1,1,1,9,3,3,1
"24209",1,0,1,8,2,6,1
"24210",0,0,0,9,1,0,0
"24211",0,1,1,9,2,3,1
"24212",0,0,1,8,1,6,1
"24213",0,2,2,8,3,6,0
"24214",0,0,1,9,1,3,1
"24215",0,1,2,8,2,6,0
"24216",3,2,1,8,7,3,0
"24217",3,2,1,9,7,2,1
"24218",2,2,1,8,6,3,1
"24219",0,0,2,8,1,6,0
"24220",2,2,2,8,5,3,0
"24221",2,2,1,8,5,3,1
"24222",3,2,1,9,6,2,0
"24223",1,2,1,8,4,3,1
"24224",1,2,2,8,4,3,1
"24225",3,1,1,9,5,2,0
"24226",1,1,2,8,3,3,0
"24227",2,1,1,9,4,1,1
"24228",0,2,1,8,3,3,1
"24229",0,1,1,8,2,3,1
"24230",1,1,1,9,3,1,1
"24231",0,1,2,8,2,3,1
"24232",0,0,2,8,1,3,0
"24233",0,0,1,8,1,3,0
"24234",1,0,1,9,2,1,1
"24235",0,0,1,9,1,1,1
"24236",0,0,1,8,1,1,1
"24237",3,2,2,8,8,2,1
"24238",0,0,1,9,1,0,1
"24239",1,2,0,8,4,1,1
"24240",3,2,2,8,7,2,0
"24241",3,2,2,8,6,2,0
"24242",1,0,0,9,2,3,0
"24243",1,1,0,8,3,1,0
"24244",2,2,2,8,5,1,1
"24245",0,0,0,9,1,3,0
"24246",1,0,0,8,2,1,0
"24247",3,1,0,9,5,0,1
"24248",0,0,0,8,1,1,1
"24249",1,2,2,8,4,1,1
"24250",2,1,0,9,4,0,0
"24251",2,0,0,8,3,0,1
"24252",1,1,2,8,3,1,0
"24253",0,1,2,8,2,1,1
"24254",1,0,0,8,2,0,1
"24255",1,1,0,9,3,0,0
"24256",0,0,2,8,1,1,1
"24257",0,1,0,9,2,0,0
"24258",0,0,0,8,1,0,0
"24259",0,1,1,8,2,1,1
"24260",0,0,0,9,1,0,1
"24261",1,2,2,7,5,3,1
"24262",0,2,2,7,4,3,1
"24263",1,2,2,8,4,3,1
"24264",0,0,1,8,1,1,0
"24265",2,1,1,8,4,0,0
"24266",0,2,2,7,3,3,1
"24267",0,2,2,8,3,3,0
"24268",0,1,2,8,2,3,0
"24269",1,1,1,8,3,0,1
"24270",0,1,2,7,2,3,1
"24271",0,0,2,7,1,3,1
"24272",0,0,2,8,1,3,0
"24273",0,1,1,8,2,0,1
"24274",0,0,1,8,1,0,1
"24275",2,2,0,8,5,3,0
"24276",0,2,2,7,3,1,1
"24277",0,0,0,8,1,0,0
"24278",2,1,0,8,4,3,1
"24279",0,1,2,7,2,1,1
"24280",1,1,0,8,3,3,1
"24281",0,0,2,7,1,1,1
"24282",1,2,2,8,4,1,1
"24283",2,2,1,7,5,1,1
"24284",0,1,0,8,2,3,1
"24285",1,1,2,8,3,1,0
"24286",2,1,1,7,4,1,1
"24287",1,0,2,8,2,1,1
"24288",0,0,0,8,1,3,1
"24289",2,2,0,8,5,3,1
"24290",0,0,2,8,1,1,1
"24291",1,1,1,7,3,1,1
"24292",0,0,2,8,1,0,0
"24293",1,2,0,8,4,3,0
"24294",1,0,1,7,2,1,1
"24295",1,2,1,8,4,0,1
"24296",0,2,0,8,3,3,1
"24297",0,0,1,7,1,1,1
"24298",1,1,1,8,3,0,0
"24299",3,2,0,7,7,1,1
"24300",0,1,0,8,2,3,0
"24301",0,0,0,8,1,3,0
"24302",0,1,1,8,2,0,1
"24303",2,2,0,7,6,1,1
"24304",1,0,0,8,2,1,1
"24305",0,0,1,8,1,0,1
"24306",2,2,0,7,5,1,1
"24307",0,0,0,8,1,1,1
"24308",0,2,0,8,3,0,1
"24309",1,2,0,7,4,1,1
"24310",0,1,0,8,2,0,0
"24311",1,1,0,7,3,1,1
"24312",1,0,0,8,2,0,1
"24313",0,0,0,8,1,0,0
"24314",0,0,0,8,1,0,0
"24315",1,0,0,7,2,1,1
"24316",0,2,2,7,4,3,1
"24317",0,0,0,7,1,1,1
"24318",2,2,2,8,5,3,1
"24319",3,2,0,7,6,0,1
"24320",2,1,2,8,4,3,0
"24321",0,2,2,7,3,3,0
"24322",0,1,2,7,2,3,0
"24323",2,0,2,8,3,3,0
"24324",2,2,0,7,5,0,1
"24325",0,0,2,7,1,3,0
"24326",1,0,2,8,2,3,1
"24327",1,2,0,7,4,0,1
"24328",1,2,2,7,5,1,0
"24329",0,0,2,8,1,3,0
"24330",1,1,0,7,3,0,1
"24331",0,2,2,7,4,1,1
"24332",0,1,1,8,2,3,0
"24333",1,0,0,7,2,0,0
"24334",0,0,0,7,1,0,1
"24335",0,2,2,7,3,1,1
"24336",0,0,1,8,1,3,0
"24337",2,1,2,7,4,1,1
"24338",0,1,2,7,2,1,1
"24339",0,1,1,8,2,1,0
"24340",0,0,1,8,1,1,1
"24341",2,0,2,7,3,1,0
"24342",0,0,2,7,1,1,1
"24343",0,2,1,7,3,1,0
"24344",1,0,2,7,2,1,0
"24345",3,0,1,8,4,0,1
"24346",0,1,1,7,2,1,1
"24347",2,0,1,8,3,0,0
"24348",0,0,2,7,1,1,1
"24349",0,0,1,7,1,1,0
"24350",1,0,1,8,2,0,1
"24351",0,1,2,7,2,0,1
"24352",0,0,2,7,1,0,1
"24353",0,0,1,8,1,0,0
"24354",2,1,1,7,4,0,0
"24355",1,1,1,7,3,0,1
"24356",1,1,1,7,3,0,1
"24357",2,2,0,8,5,0,0
"24358",1,0,1,7,2,0,1
"24359",1,2,0,8,4,0,0
"24360",1,0,1,7,2,0,0
"24361",0,0,1,7,1,0,0
"24362",0,2,0,8,3,0,0
"24363",0,0,1,7,1,0,0
"24364",0,1,0,8,2,0,0
"24365",2,2,0,7,5,0,0
"24366",1,2,0,7,4,0,0
"24367",1,1,0,7,3,0,1
"24368",0,0,0,8,1,0,0
"24369",2,1,0,7,4,0,1
"24370",0,0,2,7,1,3,1
"24371",2,0,0,7,3,0,1
"24372",1,0,0,7,2,0,0
"24373",0,0,2,7,1,1,1
"24374",0,0,0,7,1,0,0
"24375",1,0,0,7,2,0,1
"24376",0,0,0,7,1,0,1
"24377",2,2,2,7,6,6,0
"24378",0,1,1,7,2,1,1
"24379",0,0,1,7,1,1,1
"24380",1,2,2,7,5,6,0
"24381",3,2,1,6,8,6,1
"24382",3,2,1,6,7,6,1
"24383",1,2,2,7,4,6,0
"24384",2,1,1,7,4,0,0
"24385",2,2,1,6,6,6,1
"24386",1,1,2,7,3,6,0
"24387",1,1,1,7,3,0,1
"24388",0,1,1,7,2,0,0
"24389",1,0,2,7,2,6,1
"24390",1,2,1,6,5,6,0
"24391",1,2,1,6,4,6,1
"24392",0,0,1,7,1,0,1
"24393",0,0,2,7,1,6,0
"24394",1,1,2,7,3,3,0
"24395",1,1,1,6,3,6,1
"24396",0,2,0,7,3,0,0
"24397",1,0,2,7,2,3,1
"24398",0,1,0,7,2,0,1
"24399",1,0,1,6,2,6,0
"24400",0,0,1,6,1,6,1
"24401",0,0,2,7,1,3,0
"24402",0,0,0,7,1,0,1
"24403",3,2,1,7,6,3,0
"24404",2,1,2,7,4,0,1
"24405",3,2,1,6,7,5,1
"24406",3,1,1,7,5,3,0
"24407",1,1,2,7,3,0,0
"24408",2,2,1,6,6,4,1
"24409",1,0,1,7,2,1,0
"24410",1,2,1,6,5,4,0
"24411",2,1,1,7,4,3,1
"24412",0,0,1,7,1,1,1
"24413",0,2,1,6,4,4,0
"24414",1,1,1,7,3,3,0
"24415",0,1,1,7,2,3,0
"24416",0,2,1,6,3,4,1
"24417",2,2,1,7,6,0,1
"24418",2,2,1,7,5,0,0
"24419",0,0,1,7,1,3,1
"24420",0,1,1,6,2,4,1
"24421",0,2,0,7,3,3,0
"24422",2,1,1,7,4,0,0
"24423",0,0,1,6,1,4,1
"24424",2,2,0,6,5,3,0
"24425",1,1,1,7,3,0,1
"24426",0,1,0,7,2,3,0
"24427",0,0,0,7,1,3,0
"24428",2,1,0,6,4,3,1
"24429",1,0,1,7,2,0,1
"24430",1,1,0,6,3,3,0
"24431",2,1,0,7,4,1,0
"24432",0,0,1,7,1,0,0
"24433",2,0,0,7,3,1,1
"24434",1,0,0,6,2,3,1
"24435",2,0,1,7,3,0,1
"24436",0,0,0,6,1,3,1
"24437",1,0,0,7,2,1,1
"24438",1,0,1,7,2,0,0
"24439",3,2,0,6,7,1,1
"24440",0,0,1,7,1,0,0
"24441",0,0,0,7,1,1,1
"24442",0,0,0,7,1,0,0
"24443",3,2,0,6,6,1,1
"24444",0,2,0,7,3,0,1
"24445",0,0,2,6,1,0,1
"24446",0,1,0,7,2,0,0
"24447",2,2,0,6,5,1,1
"24448",1,2,0,6,4,1,1
"24449",0,0,0,7,1,0,0
"24450",3,2,1,6,7,0,1
"24451",1,2,2,6,5,1,0
"24452",2,2,1,6,6,0,1
"24453",0,2,0,6,3,1,0
"24454",1,2,1,6,5,0,0
"24455",0,1,0,6,2,1,0
"24456",0,2,2,6,4,1,1
"24457",0,0,0,6,1,1,1
"24458",0,2,1,6,4,0,1
"24459",0,2,2,6,3,1,1
"24460",0,1,2,6,2,1,1
"24461",1,1,0,6,3,0,0
"24462",0,2,1,6,3,0,1
"24463",0,0,2,6,1,1,1
"24464",0,1,0,6,2,0,0
"24465",0,1,1,6,2,0,1
"24466",0,2,2,6,3,0,1
"24467",0,0,0,6,1,0,1
"24468",0,0,1,6,1,0,1
"24469",0,0,0,6,1,0,1
"24470",2,2,2,6,6,0,1
"24471",0,1,2,6,2,0,1
"24472",0,0,2,6,1,0,1
"24473",1,2,2,6,5,0,1
"24474",2,1,2,6,4,0,0
"24475",1,2,1,6,4,0,0
"24476",1,2,2,6,4,0,0
"24477",2,0,2,6,3,0,0
"24478",1,1,1,6,3,0,0
"24479",1,0,2,6,2,0,1
"24480",1,1,2,6,3,0,1
"24481",0,0,2,6,1,0,1
"24482",1,0,2,6,2,0,0
"24483",1,0,1,6,2,0,1
"24484",0,0,2,6,1,0,0
"24485",1,1,1,6,3,0,0
"24486",0,0,1,6,1,0,0
"24487",1,0,1,6,2,0,1
"24488",0,1,1,6,2,1,1
"24489",1,2,1,6,4,0,0
"24490",0,0,1,6,1,0,1
"24491",0,2,1,6,3,0,0
"24492",0,0,1,6,1,1,1
"24493",0,1,1,6,2,0,0
"24494",1,2,0,6,4,0,1
"24495",0,1,1,6,2,3,1
"24496",0,0,1,6,1,0,1
"24497",1,1,0,6,3,0,0
"24498",0,0,1,6,1,3,1
"24499",0,1,0,6,2,0,0
"24500",1,2,0,6,4,0,0
"24501",1,0,1,6,2,0,1
"24502",0,0,1,6,1,0,1
"24503",1,1,0,6,3,0,0
"24504",0,0,0,6,1,0,0
"24505",2,2,0,6,5,0,0
"24506",1,0,0,6,2,0,1
"24507",0,0,2,5,1,0,0
"24508",0,0,0,6,1,0,0
"24509",1,2,1,5,4,0,0
"24510",1,2,0,6,4,0,1
"24511",0,2,0,6,3,0,1
"24512",1,2,2,5,4,1,0
"24513",1,1,1,5,3,0,1
"24514",0,1,1,5,2,0,1
"24515",0,2,2,5,3,1,1
"24516",0,1,0,6,2,0,1
"24517",0,0,0,6,1,0,1
"24518",0,0,1,5,1,0,0
"24519",0,1,2,5,2,1,1
"24520",1,0,0,5,2,0,0
"24521",0,0,2,5,1,1,0
"24522",3,2,2,6,7,0,1
"24523",3,1,2,5,5,0,1
"24524",0,0,0,5,1,0,0
"24525",3,2,2,6,6,0,1
"24526",2,1,2,5,4,0,1
"24527",2,2,2,6,5,0,1
"24528",1,1,2,5,3,0,0
"24529",1,1,2,5,3,0,1
"24530",1,2,1,6,4,2,1
"24531",1,0,2,5,2,0,1
"24532",0,1,2,5,2,0,1
"24533",0,0,2,5,1,0,1
"24534",1,1,1,6,3,2,1
"24535",2,1,1,5,4,0,0
"24536",0,0,2,5,1,0,1
"24537",1,0,1,6,2,2,1
"24538",1,1,1,5,3,0,0
"24539",0,0,1,6,1,1,1
"24540",0,0,1,5,1,0,1
"24541",0,1,1,5,2,0,1
"24542",0,1,1,6,2,2,0
"24543",0,0,0,5,1,0,1
"24544",2,1,2,5,4,0,1
"24545",0,0,1,5,1,0,0
"24546",0,0,1,6,1,2,0
"24547",2,0,2,5,3,0,1
"24548",3,2,0,5,6,0,0
"24549",0,0,1,6,1,0,1
"24550",1,0,2,5,2,0,1
"24551",1,0,0,6,2,0,1
"24552",3,1,0,5,5,0,0
"24553",3,0,0,5,4,0,1
"24554",0,0,0,6,1,0,1
"24555",0,0,2,5,1,0,1
"24556",2,0,0,5,3,0,0
"24557",2,2,1,5,5,0,0
"24558",2,1,2,5,4,0,1
"24559",1,2,1,5,4,0,0
"24560",2,0,2,5,3,0,1
"24561",1,0,0,5,2,0,1
"24562",1,0,2,5,2,0,1
"24563",1,1,1,5,3,0,0
"24564",0,0,0,5,1,0,1
"24565",1,0,1,5,2,0,1
"24566",0,0,2,5,1,0,1
"24567",1,0,2,4,2,2,0
"24568",0,0,2,4,1,2,0
"24569",0,2,1,5,4,0,0
"24570",0,0,1,5,1,0,1
"24571",0,2,1,4,4,1,0
"24572",3,1,0,5,5,0,1
"24573",0,2,1,5,3,0,1
"24574",2,1,0,5,4,0,1
"24575",0,2,1,4,3,1,0
"24576",0,1,1,5,2,0,1
"24577",0,0,1,5,1,0,1
"24578",1,1,0,5,3,0,1
"24579",0,1,1,4,2,1,1
"24580",1,0,0,5,2,0,0
"24581",3,2,0,5,6,0,1
"24582",0,0,1,4,1,1,1
"24583",0,2,0,4,3,1,0
"24584",2,2,0,5,5,0,1
"24585",0,0,0,5,1,0,1
"24586",1,0,2,4,2,0,1
"24587",1,2,0,5,4,0,1
"24588",0,1,0,4,2,1,0
"24589",0,0,0,4,1,1,1
"24590",1,1,0,5,3,0,0
"24591",0,0,2,4,1,0,1
"24592",1,1,1,4,3,0,0
"24593",2,0,0,4,3,0,1
"24594",1,0,0,5,2,0,1
"24595",1,0,1,4,2,0,0
"24596",1,0,0,4,2,0,1
"24597",0,0,0,5,1,0,1
"24598",0,0,0,4,1,0,1
"24599",1,1,2,5,3,0,1
"24600",0,0,1,4,1,0,0
"24601",2,0,2,4,3,1,0
"24602",0,1,2,5,2,0,0
"24603",1,1,0,4,3,0,0
"24604",1,0,0,4,2,0,0
"24605",0,0,2,5,1,0,1
"24606",1,0,2,4,2,1,0
"24607",1,1,1,5,3,0,0
"24608",0,0,2,4,1,1,1
"24609",0,0,0,4,1,0,0
"24610",3,2,1,4,6,1,0
"24611",1,1,2,4,3,0,0
"24612",0,1,1,5,2,0,1
"24613",0,0,1,5,1,0,0
"24614",0,1,2,4,2,0,0
"24615",2,2,1,4,5,1,1
"24616",1,2,1,4,4,1,0
"24617",0,0,2,4,1,0,1
"24618",2,2,0,5,5,0,0
"24619",1,2,0,5,4,0,1
"24620",2,1,1,4,4,0,1
"24621",1,1,1,4,3,1,0
"24622",1,0,1,4,2,1,0
"24623",1,1,1,4,3,0,0
"24624",1,1,0,5,3,0,1
"24625",1,0,1,4,2,0,0
"24626",0,0,1,4,1,1,1
"24627",0,1,0,5,2,0,0
"24628",0,0,0,5,1,0,0
"24629",0,0,1,4,1,0,0
"24630",0,0,1,4,1,0,1
"24631",1,2,0,5,4,0,1
"24632",1,2,0,4,4,0,1
"24633",2,0,0,4,3,0,0
"24634",1,0,0,4,2,0,1
"24635",1,1,0,5,3,0,1
"24636",1,1,0,4,3,0,0
"24637",0,1,0,5,2,0,1
"24638",0,1,0,4,2,0,1
"24639",0,0,0,4,1,0,1
"24640",0,0,0,5,1,0,0
"24641",1,2,2,3,4,4,1
"24642",0,0,0,4,1,0,1
"24643",1,1,2,3,3,4,1
"24644",1,1,2,4,3,0,1
"24645",1,1,2,3,3,3,0
"24646",0,1,2,4,2,0,1
"24647",0,1,2,3,2,3,0
"24648",0,1,2,3,2,4,1
"24649",0,0,2,4,1,0,1
"24650",0,0,2,3,1,3,1
"24651",0,0,2,3,1,4,1
"24652",2,2,1,3,6,2,0
"24653",2,2,1,4,5,0,0
"24654",3,2,2,3,6,3,0
"24655",2,2,2,3,5,3,1
"24656",2,2,1,3,5,2,0
"24657",1,2,1,4,4,0,1
"24658",1,1,1,4,3,0,0
"24659",1,2,2,3,4,3,0
"24660",2,1,1,3,4,2,0
"24661",1,1,2,3,3,3,1
"24662",1,0,1,4,2,0,1
"24663",2,0,1,3,3,2,0
"24664",1,0,1,3,2,2,0
"24665",0,1,2,3,2,3,1
"24666",0,0,1,4,1,0,1
"24667",1,1,0,4,3,0,1
"24668",0,0,2,3,1,2,1
"24669",0,0,1,3,1,2,0
"24670",0,1,0,4,2,0,1
"24671",2,2,1,3,6,2,1
"24672",0,0,1,3,1,2,0
"24673",0,0,0,4,1,0,1
"24674",2,2,1,3,5,2,0
"24675",1,2,1,3,4,0,0
"24676",2,1,1,3,4,2,1
"24677",1,1,1,3,3,0,0
"24678",0,0,2,4,1,2,0
"24679",2,2,1,4,5,2,0
"24680",1,1,1,3,3,2,0
"24681",1,0,1,3,2,0,1
"24682",0,1,1,3,2,2,0
"24683",0,0,1,3,1,0,0
"24684",1,2,1,4,4,2,0
"24685",1,1,1,4,3,2,1
"24686",0,0,1,3,1,1,0
"24687",3,1,1,3,5,0,0
"24688",2,1,0,3,4,4,1
"24689",2,1,1,3,4,0,0
"24690",1,0,1,4,2,2,0
"24691",1,1,1,3,3,0,0
"24692",1,1,0,3,3,4,0
"24693",0,0,1,4,1,2,1
"24694",1,0,0,3,2,4,1
"24695",1,1,1,4,3,0,0
"24696",1,0,1,3,2,0,1
"24697",0,0,0,3,1,4,0
"24698",0,1,1,4,2,0,1
"24699",0,0,1,3,1,0,0
"24700",0,0,1,4,1,0,0
"24701",1,2,0,3,5,0,1
"24702",0,2,0,3,3,1,1
"24703",1,2,0,3,4,0,0
"24704",3,2,0,4,6,0,1
"24705",0,1,0,3,2,1,1
"24706",0,2,0,3,3,0,1
"24707",0,0,0,3,1,1,0
"24708",2,2,0,4,5,0,1
"24709",2,1,0,4,4,0,0
"24710",0,1,0,3,2,0,0
"24711",2,2,0,3,7,0,0
"24712",0,0,0,3,1,0,0
"24713",2,0,0,4,3,0,1
"24714",1,2,0,3,6,0,0
"24715",1,0,0,4,2,0,0
"24716",1,2,0,3,5,0,1
"24717",1,2,2,3,4,0,0
"24718",1,2,0,3,4,0,0
"24719",1,1,2,3,3,0,1
"24720",0,0,0,4,1,0,1
"24721",0,1,2,3,2,0,1
"24722",1,1,0,3,3,0,0
"24723",1,0,2,3,2,0,0
"24724",0,0,2,3,1,0,1
"24725",0,0,2,3,1,0,1
"24726",1,0,0,3,2,0,0
"24727",0,0,0,3,1,0,0
"24728",1,2,1,3,5,0,0
"24729",0,0,1,3,1,0,1
"24730",2,1,0,3,4,0,0
"24731",0,2,2,3,4,2,0
"24732",1,2,1,3,4,0,1
"24733",0,2,1,3,3,0,1
"24734",0,2,2,3,3,2,0
"24735",1,1,0,3,3,0,0
"24736",1,0,0,3,2,0,1
"24737",0,1,2,3,2,2,0
"24738",0,1,1,3,2,0,1
"24739",0,0,1,3,1,0,1
"24740",0,0,2,3,1,2,0
"24741",0,0,0,3,1,0,1
"24742",1,0,0,3,2,0,1
"24743",2,1,2,2,4,0,1
"24744",3,1,2,3,5,0,1
"24745",2,1,2,3,4,0,1
"24746",1,1,2,2,3,0,1
"24747",0,0,0,3,1,0,1
"24748",3,2,2,3,6,0,0
"24749",2,0,2,3,3,0,1
"24750",0,1,2,2,2,0,0
"24751",1,0,2,3,2,0,0
"24752",0,0,2,2,1,0,1
"24753",3,1,2,3,5,0,0
"24754",1,0,2,2,2,1,1
"24755",2,1,2,3,4,0,0
"24756",0,0,2,3,1,0,0
"24757",1,1,2,3,3,0,1
"24758",1,2,1,3,4,0,1
"24759",0,0,2,2,1,1,0
"24760",3,2,2,2,8,0,0
"24761",0,1,2,3,2,0,1
"24762",1,1,1,3,3,0,0
"24763",0,0,2,3,1,0,1
"24764",3,2,2,2,7,0,1
"24765",0,1,1,3,2,0,1
"24766",0,0,1,3,1,0,1
"24767",3,2,2,2,6,0,1
"24768",2,2,1,3,5,0,0
"24769",2,2,2,2,5,0,0
"24770",1,2,1,3,4,0,1
"24771",0,2,0,3,3,0,0
"24772",2,1,2,2,4,0,1
"24773",0,1,0,3,2,0,0
"24774",1,1,1,3,3,0,0
"24775",0,0,0,3,1,0,1
"24776",1,0,1,3,2,0,0
"24777",1,1,2,2,3,0,0
"24778",0,0,1,3,1,0,1
"24779",1,0,2,2,2,0,0
"24780",2,2,2,2,6,3,1
"24781",1,2,2,2,5,3,0
"24782",0,0,2,2,1,0,0
"24783",2,2,0,3,7,0,0
"24784",1,2,2,2,4,3,1
"24785",1,2,1,2,4,0,0
"24786",2,2,0,3,6,0,1
"24787",1,1,1,2,3,0,1
"24788",2,2,0,3,5,0,0
"24789",0,2,2,2,3,3,0
"24790",1,0,1,2,2,0,0
"24791",0,1,2,2,2,3,1
"24792",2,1,0,3,4,0,0
"24793",0,0,1,2,1,0,0
"24794",0,0,2,2,1,3,1
"24795",1,1,0,3,3,0,0
"24796",2,2,1,2,7,3,1
"24797",0,1,0,3,2,0,1
"24798",3,1,0,2,5,0,0
"24799",0,0,0,3,1,0,1
"24800",2,2,1,2,6,3,0
"24801",3,0,0,2,4,0,0
"24802",2,2,1,2,5,3,1
"24803",2,0,0,2,3,0,0
"24804",0,2,2,2,3,0,1
"24805",0,1,2,2,2,0,1
"24806",2,1,1,2,4,3,0
"24807",1,0,0,2,2,0,0
"24808",0,0,2,2,1,0,1
"24809",0,0,0,2,1,0,0
"24810",1,1,1,2,3,3,0
"24811",1,2,1,2,4,0,1
"24812",1,1,2,2,3,3,0
"24813",0,1,1,2,2,3,0
"24814",0,2,1,2,3,0,1
"24815",0,1,2,2,2,3,0
"24816",0,0,1,2,1,3,1
"24817",0,0,2,2,1,3,1
"24818",3,2,0,2,7,3,0
"24819",0,1,1,2,2,0,1
"24820",0,0,1,2,1,0,0
"24821",1,1,1,2,3,5,0
"24822",3,2,0,2,6,3,1
"24823",0,2,0,2,3,0,1
"24824",1,0,1,2,2,5,0
"24825",2,2,0,2,5,3,1
"24826",1,2,0,2,4,3,1
"24827",0,0,1,2,1,5,1
"24828",0,1,0,2,2,0,1
"24829",0,0,1,2,1,3,0
"24830",0,0,0,2,1,0,1
"24831",1,1,0,2,3,3,0
"24832",2,2,1,2,6,1,0
"24833",2,0,2,2,3,1,1
"24834",0,1,0,2,2,3,0
"24835",1,0,2,2,2,1,0
"24836",0,0,0,2,1,3,0
"24837",1,2,1,2,5,1,0
"24838",0,1,0,2,2,1,1
"24839",0,0,2,2,1,1,1
"24840",1,2,1,2,4,1,1
"24841",1,1,1,2,3,1,0
"24842",0,0,0,2,1,1,1
"24843",3,2,2,2,7,0,0
"24844",3,2,2,2,6,0,0
"24845",3,2,0,2,6,0,1
"24846",1,0,1,2,2,1,0
"24847",2,2,0,2,5,0,1
"24848",0,0,1,2,1,1,1
"24849",2,2,2,2,5,0,1
"24850",2,1,0,2,4,0,1
"24851",1,2,2,2,4,0,0
